"id","text"
24963,"And then he found someone's toes and pressed down upon them."
24959,"Nothing remained of them or their erstwhile homes but fragments of glass upon the floor."
24925,"The others moved in closer around Harry, gazing at the orb as he brushed it free of the clogging dust."
24916,"He glanced along at the other labels on that stretch of shelf."
24773,"They were descending at last . . . he thought he heard a shriek behind him and twisted around dangerously, but could see no sign of a falling body . . . presumably they had all received a shock from the change of direction, just as he had."
24675,"They backed slowly into the centre of the clearing, Umbridge uttering odd little whimpers of terror."
24643,"Ginny was staring at Hermione as though she had never seen her before."
24613,"Ron's lip was bleeding on to Umbridge's carpet as he struggled against Warrington's half-nelson; Ginny was still trying to stamp on the feel of the sixth-year girl who had both her upper arms in a tight grip; Neville was turning steadily more purple in the face while lugging at Crabbe's arms; and Hermione was attempting, in vain, to throw Millicent Bulstrode off her."
24522,"Harry, think about this,' said Hermione, taking a step towards him, 'its five o'clock in the afternoon . . . the Ministry of Magic must be full of workers . . . how would Voldemort and Sirius have got in without being seen?"
24405,"Then somebody coughed behind him, and he remembered that he was halfway through an exam."
24372,"I don't know how they got it through that new door, but I just walked past there and Umbridge is shrieking her head off - by the sound of it, it tried to take a chunk out of her leg - '    'Good,' said Harry and Ron together."
24345,"Harry walked into the Great Hall, clutching his wand so tightly his hand shook."
24329,"Harry went to bed early but then lay awake for what felt like hours."
24288,"She was not the only person acting oddly as the OWLs drew steadily nearer."
24249,"Harry saw that she looked much the worse for wear; her hair was full of twigs and leaves, her robes were ripped in several places and there were numerous scratches on her face and arms."
24212,"He had now seized the top of the pine tree and was pulling it towards him, evidently for the simple pleasure of seeing how far it would spring back when he let go."
24205,"Harry heard Hermione squeal, terrified, beside him."
24155,"Yeh know she's bin lookin' fer a chance ter get rid of me ever since I got back."
24147,"The breaking of a twig echoed loudly and the tiniest rustle of movement, even though it might have been made by an innocent sparrow, caused Harry to peer through the gloom for a culprit."
24086,"Ron snorted disbelievingly and Hermione threw him a very dirty look."
24074,"Peeves smashed lanterns and snuffed out candles, juggled burning torches over the heads of screaming students, caused neatly stacked piles of parchment to topple into fires or out of windows; flooded the second floor when he pulled off all the taps in the bathrooms, dropped a bag of tarantulas in the middle of the Great Hall during breakfast and, whenever he fancied a break, spent hours at a time floating along after Umbridge and blowing loud raspberries every time she spoke."
24071,"Alter putting four successive classes in detention and failing to discover their secret, she was forced to give up and allow the bleeding, swooning, sweating and vomiting students to leave her classes in droves."
24055,"For one thing, they had not left instructions on how to remove the swamp that now filled the corridor on the fifth floor of the east wing."
23982,"Harry's heart beat very fast as he left the classroom."
23943,"Her hands shook slightly as she shuffled the many pamphlets littering her desk."
23901,"He looked round; Fred and George had come to join them."
23888,"He did not understand why an Easter egg should have made him feel like this."
23874,"Whenever someone had told him he was like James, he had glowed with pride inside."
23868,"Hadn't James started it all simply because Sirius had said he was bored?"
23842,"Wincing, Harry looked round to see who had hold of him, and saw, with a thrill of horror, a fully grown, adult-sized Snape standing right beside him, white with rage."
23841,"A hand had closed tight over his upper arm, closed with a pincer-like grip."
23733,"He was falling through cold blackness, spinning furiously as he went, and then - '    He was standing in the middle of the Great Hall, but the four house tables were gone."
23691,"Halfway across the Entrance Hall, however, Cho came hurrying up to him."
23689,"Hermione kept asking him what was wrong whenever he fell silent trying to rid himself of all thought and emotion and, after all, the best moment to empty his brain was not while teachers were firing revision questions at the class."
23671,"Now he was in a long, rectangular room full of an odd mechanical clicking."
23595,"I've been telling Dumbledore for years and years he's too soft with you all,' said Filch, chuckling nastily."
23560,"A few of the portraits hissed at him; one or two even made rude hand gestures."
23500,"And then - to Harry's utter amazement - 'Marietta shook her head."
23428,"Harry could hear them sprinting along the corridors and hoped they had the sense not to try and make it all the way to their dormitories."
23355,"He wondered whether it had been Bane who had kicked Firenze in the chest."
23353,"There was a pause, then Parvati raised her hand again."
23299,"Harry pushed forwards through a knot of tall Slytherins and saw that the onlookers had formed a great ring, some of them looking shocked, others even frightened."
23259,"A couple of weeks after his dream of Rookwood, Harry was to be found, yet again, kneeling on the floor of Snape's office, trying to clear his head."
23222,"Ron    looked as though he had just been getting ready for bed; one arm was out of his robes."
23144,"There, at the far end of the windowless passage, was a plain, black door."
23140,"He dreamed that Neville and Professor Sprout were waltzing around the Room of Requirement while Professor McGonagall played the bagpipes."
23129,"Out of respect for his feelings, Harry waited a while before going up to the dormitory himself, so that Ron could pretend to be asleep if he wanted to Sure enough, when Harry finally entered the room Ron was snoring a little too loudly to be entirely plausible."
23123,"Anyway, once you're back, I think    I'll, try out for Chaser."
23105,"Hermione glanced over at the back of Clio's head and sighed."
23101,"Cho Chang walked into the Hall with her friend Marietta."
23081,"Rita sat up straight again, her eyebrows raised, and drained her glass of Firewhisky,    The Prophet exists to sell itself, you silly girl,' she said coldly    'My dad thinks it's an awful paper,' said Luna, chipping into the conversation unexpectedly."
23071,"Then she said baldly, The Prophet wouldn't print it."
22972,"Scrivenshaft's; cold, heavy drops of water kept hitting Harry's face and the back of his neck."
22970,"The ten escaped Death Eaters were staring out of every shop window he and Cho passed."
22925,"On the contrary, Harry felt he was getting \vorse with every lesson."
22909,"Several times he passed her in the corridors - in itself a very unusual occurrence as she generally remained in her tower room - muttering wildly to herself, wringing her hands and shooting terrified glances over her shoulder, and all the while giving off a powerful smell of cooking sherry."
22907,"She lurked by the fire in the heavily perfumed tower room, interrupting Professor Trelawney's increasingly hysterical talks with difficult questions about ornithomancy and heptomology, insisting that she predicted students' answers before they gave them and demanding that she demonstrate her skill at the crystal ball, the tea leaves and the rune stones in turn."
22895,"In their confusion and fear, these doubters now seemed to be turning to the only other explanation available to them: the one that Harry and Dumbledore had been expounding since the previous year."
22890,"Rumours were flying that some of the convicts had been spotted in Hogsmeade, that they were supposed to be hiding out in the Shrieking Shack and that they were going to break into Hogwarts, just as Sirius Black had once done."
22799,"As he opened it, he glanced back at Snape, who had his back to Harry and was scooping his own thoughts out of the Pensieve with the tip of his wand and replacing them carefully inside his own head."
22762,"Cho Chang was drawing nearer to him under the mistletoe . . ."
22749,"The important point is that the Dark Lord is now aware that you are gaining access to his thoughts and feelings."
22714,"He paused outside the door when he reached it, wishing he were almost anywhere else, then, taking a deep breath, he knocked and entered."
22695,"At last they rolled to a halt outside the gates to Hogwarts."
22605,"Crookshanks, whom Hermione had been restraining with difficulty for the past quarter of an hour, leapt gleefully on to the board and set the pieces running for cover, squealing at the top of their voices."
22530,"Hermione, Ron and Ginny almost sprinted to the door with him."
22529,"Lupin strolled away from the bed and over to the werewolf, who had no visitors and was looking rather wistfully at the crowd around Mr Weasley; Bill muttered something s.bout getting himself a cup of tea and Fred and George leapt up to accompany him, grinning."
22502,"Here and there among the material were stale bread crusts and mouldy old bits of cheese."
22463,"When he entered the bedroom, he was rather surprised to see both Ron and Ginny waiting for them, sitting on Ron's bed."
22434,"Fuming, Harry dragged his trunk back to the foot of his bed, then threw himself face down on the moth-eaten covers, his eyes shut, his body heavy and aching."
22352,"A harassed-looking wizard was holding his small daughter tightly by the ankle while she flapped around his head using the immensely large, feathery wings that had sprouted right out through the back of her romper suit."
22305,"He could only see a sliver of Sirius's face; the rest was in darkness."
22294,"George and Ginny got up, walked swiftly over to their mother and hugged her."
22242,"The only sources of light were the fire and one guttering candle, which illuminated the remains of a solitary supper."
22228,"When the clever-looking wizard continued to feign sleep, some of them shouted his name, too."
22153,"He clutched his head in his hands; the pain was blinding him . . . he rolled right over and vomited over the edge of the mattress."
22125,"They pulled off their robes and put on pyjamas in silence; Dean, Seamus and Neville were already asleep."
22049,"After ten minutes on the Impediment Jinx, they laid out cushions all over the floor and started practising Stunning again."
22025,"The only thing he really looked forward to were the DA meetings, and they would have to stop over the holidays, as nearly everybody in the DA would be spending the time with their families."
21941,"He withdrew his head sharply, his face covered in snow."
21713,"The howling and jeering of the crowd grew fainter and fainter until they reached the Entrance Hall, where they could hear nothing except the sound of their own footsteps."
21708,"Harry looked around for Madam Hooch, but she was still berating Crabbe for his illegal Bludger attack."
21697,"He heard Madam Hooch's shrill whistle, an uproar in the stands compounded of catcalls, angry yells and jeering, a thud, then Angelina's frantic voice."
21685,"There was an edge of panic in Harry's desire to find the Snitch now."
21645,"Harry looked up: Luna Lovegood had drifted over from the Ravenclaw table."
21612,"I prefer your way,' said Harry, grinning, as he slipped his; Galleon into his pocket."
21553,"I was thinking, the first thing we should do is Expelliarmus, you know, the Disarming Charm."
21524,"Fifth-years were allowed to be out in the corridors until nine o'clock, but all three of them kept looking around nervously as they made their way along the seventh floor."
21518,"When he looked up to take a drink of pumpkin juice, he found Hermione watching him."
21480,"These plantes are moste efficacious in the inflaming of the braine, and are therefore much used in Confusing and Befuddlement Draughts, where the wizard is desirous of producing hot-headedness and recklessness . . .    . . ."
21471,"Harry had not thought about those words in weeks; he had been too absorbed in what was going on at Hogwarts, too busy dwelling on the ongoing battles with Umbridge, the injustice of all the Ministry interference . . . but now they came back to him and made him wonder . . ."
21398,"Well then, it would be a perfect way for Umbridge to manage it - tip off Filch, let him do the dirty work and confiscate the letter, then either find a way of stealing it from him or else demand to see it - I don't think Filch would object, when's he ever stuck up for a student's rights?"
21368,"The Ministry's forced through another decree, which means we're not allowed to have Quidditch teams - '    'Or secret Defence Against the Dark Arts groups?"
21308,"Neville said nothing; he merely snatched up his own bag and stalked off into the dungeon."
21306,"Release Longbottom, Potter, or it will be detention."
21218,"He kept reliving Saturdays meeting in his mind: all those people, coming to him to learn Defence Against the Dark Arts . . . and the looks on their faces as they had heard some of the things he had done . . . and Cho praising his performance in the Triwizard Tournament - knowing all those people did not think him a lying weirdo, but someone to be admired, buoyed him up so much that he was still cheerful on Monday morning, despite the imminent prospect of all his least favourite classes."
21165,"There was a murmur of impressed agreement around the table."
21155,"This was, he felt, all her fault; she had decided to display him like some sort of freak and of course they had all turned up to see just now wild his story was."
21111,"And I've looked up everything I can think of about study groups and homework groups and they're definitely allowed."
21105,"At the time Harry had wondered why Hagrid had not found it odd that the stranger kept his face hidden throughout their encounter; now he saw that keeping your face hidden was something of a fashion in the Hog's Head."
21063,"Sometimes it seemed an insane idea, just as it had on the night Hermione had proposed it, but at others, he had found himself thinking about the spells that had served him best in his various encounters with Dark creatures and Death Eaters - found himself, in fact, subconsciously planning lessons . . ."
21058,"In the Hog's HeadHermione made no mention of Harry giving Defence Against the Dark Arts lessons for two whole weeks after her original suggestion."
20975,"Angelina gave Harry a look of deepest disgust and stalked away, upon which he flung himself on to the bench beside Ron, fuming."
20966,"She walked back to the front of the class and stood before them, all the jauntiness she had shown at the beginning of the lesson gone."
20954,"And by the time she had interpreted Harry's dreams at the top of her voice (all of which, even the ones that involved eating porridge, apparently foretold a gruesome and early death), he was feeling much less sympathetic towards her."
20773,"Crabbe, Goyle and Pansy Parkinson guffawed and shrieked with laughter."
20731,"At the entrance of a corridor that led towards the west wing of the castle, Cho said, 'I'm going this way."
20722,"He stopped with his hand on the handle and looked back at Harry."
20705,"She coaxed it down on to her arm where it held out an obliging leg so that she could attach the parcel."
20667,"We've got a new Defence Against the Dark Arts teacher, Professor Umbridge."
20665,"How was he supposed to tell Sirius everything that had happened over the past week and pose all the questions he was burning to ask without giving potential letter-thieves a lot of information he did not want them to have?"
20654,"Percy and PadfootHarry was first to wake up in his dormitory next morning."
20646,"Harry watched Fred, George and Lee Jordan juggling empty Butterbeer bottles for a moment."
20630,"Ron came running towards him, beaming all over his face and slopping Butterbeer down his front from the goblet he was clutching."
20589,"Though Harry automatically glanced towards the staff table when he entered the Great Hall, it was without any real hope of seeing Hagrid, and he turned his mind immediately to his more pressing problems, such as the mountainous pile of homework he had to do and the prospect of yet another detention with Umbridge."
20566,"His homework situation, however, was now desperate, and when he returned to the Gryffindor common room he did not, though exhausted, go to bed, but opened his books and began Snape's moonstone essay."
20506,"He had not noticed her at first because she was wearing a luridly flowered set of robes that blended only too well with the tablecloth on the desk behind her."
20497,"He had known this office under three of its previous occupants."
20443,"Professor Grubbly-Plank stood waiting for the class some ten yards from Hagrid's front door, a long trestle table in front of her laden with twigs."
20354,"Her eyes zoomed from side to side behind their square spectacles as she read what Umbridge had written, and with each line they became narrower."
20351,"A door to his left flew open and Professor McGonagall emerged from her office looking grim and slightly harassed."
20343,"Professor Umbridge pulled a small roll of pink parchment out of her handbag, stretched it out on the desk, dipped her quill into a bottle of ink and started scribbling, hunched over so that Harry could not see what she was writing."
20342,"He felt so angry he did not care what happened next."
20310,"As long as you have studied the theory hard enough, there is no reason why you should not be able to perform the spells under carefully controlled examination conditions,' said Professor Umbridge dismissively."
20275,"We will be following a carefully structured, theory-centred, Ministry-approved course of defensive magic this year."
20252,"Her voice trailed away delicately, leaving them all in no doubt that Professor Trelawney considered her subject above such sordid matters as examinations."
20251,"If you have the Seeing Eye, certificates and grades matter very little."
20236,"And abandoning his shepherd's pie, he swung his schoolbag back over his shoulder and left them sitting there."
20178,"Harry emerged from under the table to see Fred and George walking away, each carrying a stack of toast."
20142,"They are the limit,' said Hermione grimly, taking down the sign, which Fred and George had pinned up ewer a poster giving the date of the first Hogsmeade weekend, which was to be in October."
20140,"Pocket money failing to keep pace with your outgoings?"
20102,"He felt vaguely as though something was closing in on him."
20084,"Of course everyone was staring at him; he had emerged from the Triwizard maze two months previously clutching the dead body of a fellow student and claiming to have seen Lord Voldemort return to power."
20082,"He kept his eyes fixed ahead as he wove his way through the crowd in the Entrance Hall, then he hurried up the marble staircase, took a couple of concealed short cuts and had soon left most of the crowds behind."
20059,"The quiet that always filled the Hall when Dumbledore was speaking was breaking up as students put t heir heads together, whispering and giggling."
20030,"Harry was too used to their bickering to bother trying to reconcile them; he felt it was a better use of his time to eat his way steadily through his steak and kidney pie, then a large plateful of his favourite treacle tart."
19992,"That meant the first-years must have crossed the lake and reached the castle, and sure enough, a few seconds later, the doors from the Entrance Hall opened."
19947,"Harry said, as he, Ron and Luna made for the carriage in which Hermione and Ginny were already sitting."
19943,"Seconds later, Hermione emerged panting from the crowd."
19916,"Harry saw Ron checking his reflection in the black window."
19880,"Startling new evidence has recently come to light that Sirius Black may not have committed the crimes for which he was sent to Azhaban."
19876,"For fourteen years Sirius Black has been believed guilty of the mass murder of twelve innocent Muggles and one wizard."
19831,"He dumped the toad into Harry's lap and took a quill from his schoolbag."
19802,"She slid the door open and pulled her trunk inside."
19799,"In the very last carriage they met Neville Longbottom, Harry's fellow fifth-year Gryffindor, his round face shining with the effort of pulling his trunk along and maintaining a one-handed grip on his struggling toad, Trevor."
19783,"They had almost unloaded Moody's luggage trolley when Fred, George and Ginny turned up with Lupin."
19778,"Once inside the station they lingered casually beside the barrier between platforms nine and ten until the coast was clear, then each of them leaned against it in turn and fell easily through on to platform nine and three-quarters, where the Hogwarts Express stood belching sooty steam over a platform packed with departing students and their families."
19757,"He awoke abruptly with his scar prickling to find Ron already dressed and talking to him."
19664,"All at once the party seemed much more enjoyable; he loaded up his plate, feeling doubly fond of everyone in the room."
19607,"Not this, said a small and truthful voice inside his head."
19597,"He turned to his bed, picked up the pile of clean robes Mrs Weasley had laid on it and crossed the room to his trunk."
19595,"He dashed from the room, leaving Harry and Hermione alone."
19592,"She gave Ron yet another kiss on the cheek, sniffed loudly, and bustled from the room."
19583,"Fred's words took a moment to penetrate Mrs Weasley's preoccupation with pyjamas."
19538,"Eric the watchwizard was hidden behind his Daily Prophet again."
19535,"The lift arrived; it was empty except for a flock of memos that flapped around Mr Weasley's head as he pressed the button for the Atrium and the doors clanged shut."
19510,"Cornelius Fudge and the toadlike witch were almost the last to leave the dungeon."
19471,"It could not have been plainer that not one of them was really amused."
19464,"She was rather squat with a broad, flabby face, as little neck as Uncle Vernon and a very wide, slack mouth."
19416,"The Wizengamot was still muttering and fidgeting restlessly; only when Fudge spoke again did they settle down."
19403,"Ron's brother Percy was sitting at the very end of the front bench."
19332,"One of the wizards in the lift, who was carrying an armful of broomsticks, extricated himself with difficulty and disappeared down the corridor."
19315,"Seated at a desk to the left, beneath a sign saying Security, a badly-shaven wizard in peacock blue robes looked up as they approached and put down his Daily Prophet."
19297,"Harry watched apprehensively as the pavement seemed to rise up past the glass windows of the telephone box until darkness closed over their heads."
19171,"Harry, however, did not laugh; he was too busy staring at the names to the right of Andromeda's burn mark."
19162,"Or on Voldemort's orders, more likely; I doubt Regulus was ever important enough to be killed by Voldemort in person."
18946,"The thing Harry had taken to be a pile of rags gave a prolonged, grunting snore, then jerked awake."
18934,"A haze of pipe smoke hung in the air like battle fumes, through which loomed the menacing shapes of heavy iron pots and pans hanging from the dark ceiling."
18933,"Most of the light was coming from a large fire at the far end of the room."
18932,"It was scarcely less gloomy than the hall above, a cavernous room with rough stone walls."
18922,"Lupin and Mrs Weasley darted forward and tried to tug the curtains shut over the old woman, but they would not close and she screeched louder than ever, brandishing clawed hands as though trying to tear at their faces."
18893,"Fred gave the Extendable Ear a hearty tug; there was another loud crack and he and George vanished."
18864,"That's exactly what we wondered,' said Ron, who seemed very keen to keep normal conversation going now that Harry had stopped yelling."
18845,"We know some of the Order are following known Death Eaters, keeping tabs on them, you know - '    'Some of them are working on recruiting more people to the Order - ' said Hermione."
18765,"It said:    The Headquarters of the Order of the Phoenix may be found at number twelve, Grimmauld Place, London."
18739,"He wished he had thought to put on a coat; he was starting to shiver."
18716,"Harry looked down at his body, or rather, what had been his body, for it didn't look anything like his any more."
18695,"Books, clothes, telescope and scales all soared into the air and flew pell-mell into the trunk."
18635,"A wand-tip flared, illuminating the hall with magical light."
18568,"Up and down he paced, consumed with anger and frustration, grinding his teeth and clenching his fists, casting angry looks out at the empty, star-strewn sky every time he passed the window."
18417,"Ministry representatives will be calling at your place of residence shortly to destroy your wand."
18404,"The severity of this breach of the Decree for the Reasonable Restriction of Underage Sorcery has resulted in your expulsion from Hogwarts School of Witchcraft and Wizardry."
18364,"It wasn't easy, you know . . . but oh my word,' she said tragically, wringing her hands once more, 'when Dumbledore hears about this - how could Mundungus have left, he was supposed to be on duty until midnight - where is he?"
18310,"Harry yelled, his eyes watering with pain as he scrambled to his hands and knees, feeling around frantically n the blackness."
18300,"The cold was so intense he was shivering all over; goose bumps had erupted up his arms and the hairs on the back of his neck were standing up - he opened his eyes to their fullest extent, staring blankly around, unseeing."
18293,"The distant rumble of cars and the whisper of trees had gone."
18254,"Harry waited for the rest of the gang to move on before setting off again."
18232,"Harry watched the dark figures crossing the grass and wondered who they had been beating up tonight."
18215,"In the past, his scar hurting had warned that Voldemort was getting stronger again, but now that Voldemort was back they would probably remind him that its regular irritation was only to be expected . . . nothing to worry about . . . old news . . ."
18202,"Keep your nose clean and everything will be OK . . ."
18163,"He would have to face his aunt and uncle later and pay the price for his rudeness, but he: did not care very much just at the moment; he had much more pressing matters on his mind."
18150,"There was no sign of what had caused the loud cracking noise, but there were several faces peering through various nearby windows."
18122,"Harry listened to a jingle about Fruit 'n' Bran breakfast cereal while he watched Mrs Figg, a batty cat-loving old lady from nearby Wisteria Walk, amble slowly past."
18113,"He was a skinny, black-haired, bespectacled boy who had the pinched, slightly unhealthy look of someone who has grown a lot in a short space of time."
18110,"Cars that were usually gleaming stood dusty in their drives and lawns that were once emerald green lay parched and yellowing - 'for the use of hosepipes had been banned due to drought."
18086,"They say you drew with Diggory, and Bagman was betting you'd win outright."
17984,"Dumbledore turned gravely to Harry and raised his goblet once more."
17942,"When he, Ron, and Hermione entered the Hall, they saw at once that the usual decorations were missing."
17798,"But now a short, angry wizard stood before him, refusing, point-blank, to accept the prospect of disruption in his comfortable and ordered world - to believe that Voldemort could have risen."
17739,"Mrs. Weasleys eyes filled with tears as she smoothed his bed-covers unnecessarily."
17685,"But when he reached the part where the golden beam of light had connected his and Voldemort's wands, he found his throat obstructed."
17650,"So tired every bone in his body was aching, he wanted nothing more than to sit here, undisturbed, for hours and hours, until he fell asleep and didn't have to think or feel anymore."
17647,"His hands shook as he helped Harry into a chair in front of the desk."
17627,"Harry got up and swayed again; the pain in his leg, which he had not noticed all the time he had been listening to Crouch, now returned in full measure."
17623,"Then go down into the grounds, find Cornelius Fudge, and bring him up to this office."
17411,"He had seen him in Dumbledore's Pensieve, had watched him being led away from court by the dementors, trying to convince Mr. Crouch that he was innocent. . . but he was lined around the eyes now and looked much older. . . ."
17389,"He was looking down into a kind of pit, an underground room, and lying on the floor some ten feet below, apparently fast asleep, thin and starved in appearance, was the real Mad-Eye Moody."
17371,"Snape followed him, looking into the Foe-Glass, where his own face was still visible, glaring into the room."
17343,"Moodys wand was still pointing directly at Harry's heart."
17334,"It would have told you all you needed to know about gillyweed."
17322,"The second task . . . that was when I was most afraid we would fail."
17301,"Those treacherous cowards who wouldn't even brave Azkaban for him."
17298,"At the same time, Moody drew out his wand and pointed it at Harry."
17289,"His sleeve was ripped where Wormtail's dagger had torn it."
17284,"Moody's office came into sharper focus, and so did Moody himself. ..."
17282,"Harry heard a key scrape in a lock and felt a cup being pushed into his hands."
17189,"And as he heard Voldemort draw nearer still, he knew one thing only, and it was beyond fear or reason: He was not going to die crouching here like a child playing hide-and-seek; he was not going to die kneeling at Voldemort s feet... he was going to die upright like his father, and he was going to die trying to defend himself, even if no defense was possible. . . ."
17156,"He had never learned anything that could possibly fit him for this."
17119,"But I was willing to embrace mortal life again, before chasing immortality."
17094,"A wizard -young, foolish, and gullible - wandered across my path in the forest I had made my home."
17075,"His mother died in the attempt to save him - and unwittingly provided him with a protection I admit I had not foreseen. ..."
17069,"The Death Eaters stirred, and Harry saw their eyes dart sideways at one another through their masks."
17050,"His breathing harsh and ragged, he raised his head and stared in disbelief at the silver hand, now attached seamlessly to his arm, as though he were wearing a dazzling glove."
17012,"Between graves, behind the yew tree, in every shadowy space, wizards were Apparating."
16983,"The thin man stepped out of the cauldron, staring at Harry . . . and Harry stared back into the face that had haunted his nightmares for three years."
16946,"Its arms and legs were thin and feeble, and its face - no child alive ever had a face like that - flat and snakelike, with gleaming red eyes."
16911,"Harry saw the name upon it flickering in the wandlight before he was forced around and slammed against it."
16896,"And - several paces nearer, the gap between them closing all the time - Harry saw that the thing in the persons arms looked like a baby ... or was it merely a bundle of robes?"
16858,"He felt angry; his leg was very painful, he was aching all over from trying to throw off the spider, and after all his efforts, Cedric had beaten him to it, just as he'd beaten Harry to ask Cho to the ball."
16785,"Harry and Cedric stood there in the darkness for a moment, looking around them."
16783,"I thought he was all right,"" Harry said, staring at Krum."
16729,"Below him the dark, star-spangled heavens stretched endlessly."
16692,"It felt as though the maze were luring him into a false sense of security."
16656,"There was a gap right in front of them: the entrance to the vast maze."
16636,"They seem to think there's a chance they weren't genuinely written by him."
16584,"But he's made friends with werewolves and giants too."
16577,"Alarming evidence has recently come to light about Harry Potter's strange behavior, which casts doubts upon his suitability to compete in a demanding competition like the Triwizard Tournament, or even to attend Hogwarts School."
16552,"Crabbe and Goyle seemed to be keeping a lookout; both were smirking."
16375,"She had short blonde hair, was wearing magenta robes, and was sucking the end of an acid-green quill."
16312,"That time, he had fallen through a page in an enchanted diary, right into somebody else's memory . . . and unless he was very much mistaken, something of the sort had happened again..."
16195,"He could hear an insect humming gently somewhere behind the curtain."
16171,"Harry was concentrating on the Stunning Spell, which he had never used before."
16147,"The topmost sail of the Durmstrang ship was visible through it."
16081,"Headmaster,"" Hagrid said, staring menacingly at Karkaroff, who was still sprawled at the foot of the tree, tangled in furs and tree roots."
16004,"That man too had been conversing wildly with thin air; Aunt Petunia had seized Dudley's hand and pulled him across the road to avoid him; Uncle Vernon had then treated the family to a long rant about what he would like to do with beggars and vagrants."
15923,"Hermione was having a lot of difficulty managing her knife and fork, her fingers were so stiff and swollen."
15912,"Ron, however, was frowning at the chocolate Hagrid had given him."
15872,"Hagrid leaned upon his spade, but did not seem keen to prolong their talk, because Madame Maxime returned to the carriage shortly afterward."
15829,"Here he allowed each of them to pat him on the head, before turning and setting off at a run around the outskirts of the village."
15821,"Sirius heaved an enormous sigh and rubbed his shadowed eyes."
15794,"It had brought back memories of his son, and the old scandal, and his fall from grace at the Ministry."
15758,"Crouch's principles might've been good in the beginning - I wouldn't know."
15734,"Mungo's Hospital for Magical Maladies and Injuries decline comment. . ."
15682,"He tipped his ginger roots into the cauldron too, and wondered whether he ought to take a leaf out of Moody s book and start drinking only from a private hip flask."
15578,"Fleur bent down, kissed Harry twice on each cheek (he felt his face burn and wouldn't have been surprised if steam was coming out of his ears again), then said to Ron, ""And you too-you 'elped -""  ""Yeah,"" said Ron, looking extremely hopeful, ""yeah, a bit -""  Fleur swooped down on him too and kissed him."
15569,"Now he was out of the water, it seemed perfectly clear that Dumbledores safety precautions wouldn't have permitted the death of a hostage just because their champion hadn't turned up."
15539,"He seized the little girl around the waist, grabbed the neck of Rons robes, and kicked off from the bottom."
15508,"He looked down at his watch to see how much time was left - it had stopped working."
15462,"Then, at long last, he heard a snatch of haunting mersong."
15435,"The water didn't feel icy anymore either ... on the contrary, he felt pleasantly cool and very light. . . ."
15430,"The first gulp of icy lake water felt like the breath of life."
15426,"Then, quite suddenly, Harry felt as though an invisible pillow had been pressed over his mouth and nose."
15421,"He was chewing the gillyweed as hard and fast as he could; it felt unpleasantly slimy and rubbery, like octopus tentacles."
15412,"It was obvious from the looks on their faces that they had thought he wasn't going to turn up."
15290,"They were supposed to be practicing the opposite of the Summoning Charm today - the Banishing Charm."
15221,"Then Moody closed his mouth and turned his blue eye upon Snape again."
15169,"Harry watched closely as the dot moved around and around the room, pausing here and there. ..."
15041,"They left; many people were staring at them as they went."
14971,"He didn't sound anxious - if anything, he sounded hopeful."
14966,"Harrys insides gave a guilty squirm, but he ignored them."
14964,"There was a Hogsmeade visit halfway through January."
14911,"It was pawing the ground nervously with its golden hooves and throwing back its horned head."
14875,"The Gryffindor common room was much quieter than it had been lately, many yawns punctuating the lazy conversations."
14874,"He liked being back on speaking terms with Ron too much to speak his mind right now - but he somehow thought that Hermione had gotten the point much better than Ron had."
14795,"Karkaroff, Harry saw, looked slightly discomposed to see them standing there."
14748,"Hermione came over and sat down in Parvati's empty chair."
14720,"Harry saw him give a small wave, and looking around, saw Madame Maxime return it, her opals glittering in the candlelight."
14694,"And then we had the tournament to arrange, and the aftermath of the Cup to deal with - that revolting Skeeter woman buzzing around - no, poor man, he's having a well earned, quiet Christmas."
14656,"Over their heads he saw that an area of lawn right in front of the castle had been transformed into a sort of grotto full of fairy lights - meaning hundreds of actual living fairies were sitting in the rosebushes that had been conjured there, and fluttering over the statues of what seemed to be Father Christmas and his reindeer."
14653,"Crabbe and Goyle were both wearing green; they resembled moss-colored boulders, and neither of them, Harry was pleased to see, had managed to find a partner."
14630,"They went out onto the grounds in the afternoon; the snow was untouched except for the deep channels made by the Durmstrang and Beauxbatons students on their way up to the castle."
14619,"The reason they were extra-knobbly was that Harry had been using them to cushion his Sneakoscope for over a year now."
14605,"Then, spotting the look on Hermione's face, he said, ""Come on, how'm I supposed to concentrate with all this noise going on?"
14525,"Harry turned to look at her and his stomach gave a weird lurch as though he had missed a step going downstairs."
14464,"The girl walked off looking rather hurt, and Harry had to endure Dean's, Seamus's, and Ron's taunts about her all through History of Magic."
14431,"Professor McGonagall's irritated voice cracked like a whip through the Transfiguration class on Thursday, and Harry and Ron both jumped and looked up."
14387,"She and Ron had followed Harry and Dobby to the end of the kitchen."
14382,"She was wearing a neat little skirt and blouse with a matching blue hat, which had holes in it for her large ears."
14315,"Ron shouted angrily as he and Harry backed into the wall of Hagrid's cabin, still holding the skrewt off with their sparks."
14204,"The tent was divided into cubicles; he could make out Cedric's shadow through the canvas, but Cedric didn't seem to be badly injured; he was sitting up, at least."
14097,"She didn't seem herself either; in fact, she looked nearly as anxious as Hermione."
14089,"It returned in full measure, however, on the following morning."
14074,"He wanted to skip Divination to keep practicing, but Hermione refused point-blank to skive off Arithmancy, and there was no point in staying without her."
14035,"In the corner on a small table stood an object that looked something like an extra-squiggly, golden television aerial."
